,Age,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
1844,51,1,2,0,0,1,0,1,16,may,3,0,0,0,558.0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1845,58,1,1,0,0,1,0,1,7,aug,1,2,1,1,221.0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1
1846,38,0,2,0,0,1,0,1,28,jan,1,0,0,0,70.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1848,30,0,1,0,0,0,0,1,26,may,1,0,0,0,228.0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1849,58,1,2,0,1,0,0,1,18,jun,2,0,0,1,259.0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1850,51,1,2,0,0,1,0,1,30,may,2,0,0,0,214.0,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1852,27,0,2,0,0,1,0,1,19,may,2,0,0,0,445.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1853,26,0,3,0,0,0,0,1,1,sep,2,0,0,0,91.0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
1854,28,0,1,0,2,1,0,1,6,jun,6,0,0,0,72.0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1855,22,0,1,0,0,1,0,1,18,may,1,0,0,1,347.0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1857,40,1,1,0,0,0,0,1,30,sep,1,1,1,1,117.0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0
1859,33,1,1,0,2,0,0,1,12,aug,4,0,0,1,439.0,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0
1860,69,1,2,0,0,0,0,1,18,aug,2,2,0,0,197.0,4,0,8,0,0,0,0,1,0,0,0,0,0,0,0
1861,42,1,1,0,0,1,0,1,23,may,2,0,0,0,333.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1862,41,1,1,0,0,1,0,1,8,may,4,0,0,0,326.0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0
1863,51,0,3,0,0,0,0,0,28,jan,2,0,0,1,968.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1864,33,0,3,0,3,0,0,1,6,may,2,0,0,0,362.0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1865,59,1,3,0,0,1,0,1,29,apr,1,0,0,1,210.0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1866,57,1,1,0,0,1,0,1,13,may,2,0,0,0,52.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1869,33,1,1,0,0,1,1,1,13,aug,2,0,0,1,477.0,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0
1870,26,0,1,0,0,0,0,1,22,may,1,1,1,1,223.0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1871,67,1,3,0,0,0,0,1,10,nov,2,2,1,1,344.0,4,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1872,60,1,1,0,0,0,0,1,19,jul,2,8,0,1,173.0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0
1873,52,1,1,0,0,0,0,1,28,jan,4,1,1,1,390.0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1874,36,1,3,0,0,0,0,1,12,feb,2,1,1,1,419.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1875,58,1,1,0,0,1,0,1,20,nov,7,0,0,0,161.0,3,0,11,0,0,0,0,0,0,0,0,1,0,0,0
1877,23,0,1,0,1,0,0,1,8,jul,2,0,0,1,414.0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
1878,60,2,2,0,0,0,1,0,21,jul,1,0,0,0,89.0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0
1880,80,1,1,0,0,0,0,0,8,jul,1,1,1,1,250.0,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0
1883,45,1,2,1,0,0,1,1,18,jul,9,0,0,0,706.0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0
1884,25,0,3,0,0,1,0,1,7,may,1,0,0,0,348.0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
1885,60,1,2,0,0,0,0,1,11,aug,4,0,0,0,247.0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0
1886,49,1,1,0,0,1,0,1,18,nov,2,0,0,0,41.0,2,0,11,0,0,0,0,0,0,0,0,0,0,1,0
1887,33,0,1,0,0,0,0,0,5,may,1,4,0,0,110.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1888,46,1,1,0,0,0,0,1,5,aug,2,0,0,1,1227.0,2,1,8,0,0,0,0,0,0,0,0,0,0,1,0
1889,36,2,3,0,2,0,0,1,3,dec,1,1,0,1,284.0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0
1890,18,0,1,0,0,0,0,1,8,sep,1,0,0,1,169.0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
1892,56,2,1,0,0,0,0,1,7,jul,1,0,0,0,1200.0,3,1,7,0,0,0,0,1,0,0,0,0,0,0,0
1893,48,1,1,0,1,0,0,1,7,jul,1,1,1,1,407.0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0
1894,20,0,1,0,0,0,0,1,27,jan,3,2,1,1,196.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1895,31,0,3,0,0,0,0,1,27,feb,1,0,0,1,172.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1896,32,1,3,0,1,1,1,1,21,nov,4,1,0,0,44.0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1898,32,1,2,0,0,1,0,1,21,jul,6,0,0,1,1017.0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0
1899,51,1,3,0,0,0,0,1,17,nov,3,0,0,1,977.0,3,1,11,0,0,0,0,0,0,0,0,0,0,1,0
1900,57,2,3,0,0,1,0,1,17,jul,1,0,0,0,245.0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0
1901,33,1,1,0,1,1,0,1,20,apr,1,0,0,0,151.0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
1902,40,2,1,0,0,1,0,0,12,may,12,5,2,0,34.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1903,27,0,1,0,2,0,0,1,16,jun,1,0,0,0,66.0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
1905,40,1,1,0,0,0,0,1,17,nov,1,1,0,0,408.0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0
1906,73,1,2,0,0,0,0,1,28,jan,3,0,0,1,399.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1907,36,1,2,0,1,1,0,1,20,apr,2,0,0,1,904.0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
1908,60,1,2,0,0,0,0,1,18,jun,3,0,0,0,754.0,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0
1909,37,0,1,0,0,1,1,1,31,jul,2,0,0,0,128.0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0
1910,35,0,1,0,0,1,0,1,18,may,5,0,0,0,7.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1911,30,1,1,0,0,1,0,1,29,may,3,0,0,1,792.0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
1912,41,0,1,0,0,1,0,1,4,jun,2,0,0,0,267.0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1913,58,2,1,0,2,1,0,0,8,oct,2,3,0,1,369.0,3,1,10,0,1,0,0,0,0,0,0,0,0,0,0
1914,34,1,3,0,2,0,0,1,8,apr,2,5,2,1,758.0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
1915,60,1,1,0,0,0,0,1,24,feb,1,4,1,1,137.0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1917,34,1,1,0,0,0,0,1,1,jun,1,0,0,1,339.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1918,40,0,3,0,0,0,0,1,19,aug,3,0,0,0,1241.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1919,27,1,1,0,0,1,0,1,7,may,1,2,2,0,113.0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1920,52,1,1,0,0,1,1,1,24,feb,1,3,0,0,116.0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1921,59,2,3,0,0,1,0,1,8,may,4,0,0,0,422.0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0
1922,41,1,1,0,0,1,0,1,15,may,8,0,0,0,75.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1923,41,1,3,0,1,0,0,1,19,nov,1,0,0,0,40.0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1924,37,0,3,0,0,0,0,1,5,aug,1,2,1,1,150.0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1
1925,37,0,1,0,0,0,0,1,16,jun,3,0,0,0,187.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1926,33,0,3,0,0,1,0,1,19,nov,2,1,2,1,424.0,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0
1927,37,0,1,0,0,0,0,1,9,jul,3,0,0,0,259.0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0
1928,56,1,1,0,3,0,0,1,2,feb,2,2,0,0,116.0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1929,31,1,1,0,0,0,0,1,14,jul,3,0,0,0,77.0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0
1930,35,1,1,0,0,1,0,1,17,apr,2,1,0,0,202.0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
1931,26,0,3,0,0,1,0,1,8,sep,1,0,0,1,137.0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
1932,29,0,1,0,0,1,0,1,9,apr,1,2,2,0,161.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
1934,57,1,2,0,1,0,0,1,8,aug,2,0,0,0,207.0,3,0,8,0,0,0,0,0,0,0,0,1,0,0,0
1936,28,0,2,0,0,0,0,1,4,may,1,3,0,1,193.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
1937,52,0,2,0,1,1,0,1,21,nov,1,0,0,0,217.0,3,0,11,0,0,1,0,0,0,0,0,0,0,0,0
1938,42,1,3,0,0,1,1,1,28,jan,1,0,0,0,136.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1939,42,0,3,0,0,1,0,1,12,may,3,0,0,0,325.0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1940,41,1,1,0,0,1,1,1,3,jun,1,0,0,0,199.0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1941,46,1,3,0,0,1,0,1,10,may,6,6,1,1,583.0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1943,37,0,3,0,0,1,1,1,17,nov,1,0,0,0,142.0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1944,51,0,1,0,0,0,0,1,23,jul,2,0,0,1,638.0,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0
1945,54,1,2,0,2,1,1,1,7,may,1,0,0,0,187.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1946,30,0,3,0,0,0,0,0,5,jun,1,0,0,1,366.0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1
1947,33,1,3,0,1,0,0,1,5,feb,1,0,0,0,242.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1948,30,0,1,0,0,1,0,1,29,jan,1,0,0,0,58.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1951,39,1,3,0,1,0,0,1,15,jan,2,0,0,1,348.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1952,52,1,3,0,0,1,0,1,7,may,1,0,0,0,55.0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1954,33,0,1,0,1,0,0,1,6,feb,1,0,0,0,129.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1957,84,2,2,0,0,0,0,0,18,may,3,0,0,1,353.0,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0
1958,31,1,1,0,0,1,0,1,23,sep,2,1,0,1,305.0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0
1960,39,1,1,0,0,0,1,1,15,apr,1,0,0,1,214.0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1961,59,1,2,0,0,1,0,1,15,may,2,3,0,0,57.0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0
1963,47,1,1,0,0,0,1,1,29,aug,17,0,0,0,24.0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0
1964,34,0,3,0,0,0,0,1,18,aug,4,0,0,0,37.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1965,33,1,1,0,0,1,0,1,13,may,1,4,0,1,669.0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1966,28,1,1,0,0,1,1,1,15,may,1,0,0,0,918.0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1967,72,1,2,0,0,0,0,1,24,apr,2,0,0,1,384.0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0
1968,34,2,3,0,1,0,0,1,8,sep,2,3,1,1,220.0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0
1969,35,0,1,0,0,0,0,1,18,mar,4,6,2,1,593.0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0
1970,69,1,1,0,0,0,0,0,9,dec,1,0,0,1,395.0,4,1,12,0,0,0,0,0,0,1,0,0,0,0,0
1971,63,1,2,0,0,0,0,1,9,jun,1,0,0,1,251.0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1973,29,1,3,0,0,1,1,1,7,may,4,0,0,1,1689.0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1974,39,1,3,0,0,1,0,1,12,aug,1,0,0,1,1344.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1976,41,1,1,0,0,1,1,1,27,may,1,0,0,0,82.0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1977,36,0,1,0,0,0,0,1,25,jul,3,0,0,0,141.0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0
1978,49,0,3,0,1,0,0,1,17,jun,3,0,0,0,138.0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0
1979,43,0,1,0,0,0,0,1,5,jun,2,0,0,0,168.0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1980,48,1,2,0,0,1,0,1,5,may,2,0,0,0,125.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1981,27,0,3,0,0,0,0,1,6,aug,3,2,1,1,218.0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1983,38,1,1,0,0,1,0,1,30,may,3,0,0,1,762.0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1984,33,0,1,0,1,0,0,1,9,feb,2,0,0,1,501.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1985,29,0,3,0,2,0,0,1,15,jun,1,0,0,0,181.0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1987,49,1,3,0,0,1,0,1,17,nov,2,2,0,0,42.0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0
1988,35,1,1,0,0,0,0,1,30,jan,4,0,0,0,645.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1989,40,1,1,0,0,0,0,0,21,oct,1,0,0,0,19.0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0
1990,50,1,1,0,2,0,0,1,21,nov,1,0,0,1,530.0,2,1,11,0,1,0,0,0,0,0,0,0,0,0,0
1992,36,1,1,0,0,1,0,0,6,feb,6,0,0,0,18.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
1993,41,0,3,0,1,0,0,1,29,aug,2,0,0,0,122.0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1995,25,0,1,0,1,0,0,1,5,feb,7,0,0,1,226.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1996,35,1,1,0,1,1,1,1,17,nov,1,0,0,0,53.0,1,0,11,0,0,0,0,0,0,0,0,0,0,1,0
1997,39,1,1,0,0,1,0,1,18,may,3,4,0,0,122.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1998,55,0,1,0,0,0,0,1,20,jun,2,0,0,0,14.0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1999,27,0,1,0,0,1,0,1,18,may,2,11,0,0,170.0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2000,57,1,2,0,2,0,0,1,17,jun,3,0,0,0,193.0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2002,35,0,3,0,0,0,0,1,2,feb,1,0,0,0,504.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
2004,27,0,1,0,0,0,0,1,28,jul,2,0,0,1,471.0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2005,31,1,1,0,0,0,0,1,19,aug,4,0,0,0,551.0,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2006,56,1,1,0,0,0,0,1,5,may,1,0,0,1,1467.0,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2007,42,1,2,0,1,1,0,1,17,apr,3,0,0,1,636.0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2008,31,0,1,0,0,1,0,1,20,jun,18,0,0,0,16.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2009,56,1,1,0,0,1,0,1,17,nov,2,2,2,0,80.0,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2010,45,1,2,0,0,1,0,1,12,may,5,0,0,1,460.0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2011,39,1,1,0,0,0,0,1,6,oct,1,0,0,0,96.0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0
2012,32,1,1,0,1,1,0,1,18,nov,2,6,2,0,51.0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2013,21,0,1,0,0,0,0,1,24,may,1,7,1,1,382.0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0
2015,29,0,1,0,0,1,1,1,9,may,2,0,0,0,176.0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2016,40,1,1,0,0,1,0,1,8,aug,2,0,0,0,258.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
2019,50,1,3,0,0,0,0,1,20,jun,2,0,0,0,35.0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2020,26,0,3,0,0,0,0,1,15,sep,1,2,1,1,925.0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
2021,31,0,1,0,3,0,0,1,20,may,1,0,0,0,261.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2023,33,0,3,0,0,1,0,1,23,jul,6,0,0,1,1359.0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0
2024,32,1,1,0,0,1,0,1,20,apr,1,0,0,0,53.0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0
2025,35,0,3,0,3,1,0,1,13,aug,1,2,2,0,73.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0
2026,40,1,1,0,0,1,1,1,7,jul,1,0,0,0,112.0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0
2028,30,0,3,0,0,1,1,1,25,jul,8,0,0,1,1031.0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
2029,79,1,2,0,1,0,0,1,11,dec,3,3,2,1,166.0,4,0,12,0,0,0,0,0,0,1,0,0,0,0,0
2030,21,0,1,0,0,0,0,0,12,feb,5,2,1,1,379.0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
2031,50,2,1,0,0,0,0,1,22,jul,3,0,0,0,112.0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0
2032,44,1,0,0,0,1,0,0,22,jul,2,0,0,0,269.0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0
2034,81,1,2,0,3,0,0,0,13,nov,1,2,2,1,135.0,4,0,11,0,0,0,0,0,0,1,0,0,0,0,0
2035,30,0,3,0,0,0,0,1,11,feb,3,0,0,1,528.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
2037,39,1,1,0,1,0,0,1,4,feb,3,0,0,1,658.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0
2038,80,1,2,0,0,0,0,0,9,dec,2,0,0,1,343.0,4,0,12,0,0,0,0,0,0,1,0,0,0,0,0
2039,46,2,3,0,0,1,0,1,1,apr,1,0,0,1,1196.0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2040,61,1,1,0,2,0,0,1,12,mar,1,0,0,1,212.0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0
2042,39,1,1,0,0,0,0,1,3,jun,2,0,0,0,187.0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0
2043,62,1,3,0,0,0,0,1,22,apr,1,2,1,1,554.0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2044,37,0,1,0,0,1,1,1,7,may,2,0,0,1,732.0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2046,70,1,2,0,2,0,0,1,16,mar,1,0,0,0,618.0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0
2047,34,0,3,0,0,0,0,1,21,aug,3,0,0,1,1877.0,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0
2048,41,1,1,0,0,0,0,1,28,jul,6,0,0,0,169.0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0
2049,39,1,3,0,0,1,0,1,11,jul,2,0,0,0,193.0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0
2050,46,1,2,0,0,1,1,1,8,may,3,0,0,0,108.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2053,47,1,3,0,1,0,0,0,6,aug,4,0,0,1,239.0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2055,57,2,1,0,1,0,0,1,14,aug,2,0,0,1,707.0,3,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2056,33,1,1,0,0,1,1,1,18,may,2,5,0,1,732.0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2058,37,1,3,0,1,0,0,1,6,aug,2,4,1,1,303.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2059,55,1,3,0,1,1,1,1,30,jul,4,0,0,0,94.0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2061,56,1,1,0,3,1,0,1,30,jul,3,0,0,0,251.0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0
2062,51,0,1,0,1,0,0,1,18,jun,2,0,0,1,771.0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0
2063,56,1,1,0,0,1,0,1,29,may,2,0,0,1,791.0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2064,36,2,3,0,0,0,1,1,7,jul,3,0,0,1,722.0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0
2065,40,1,3,0,0,0,0,1,21,aug,2,0,0,0,310.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2066,39,1,1,0,1,0,0,1,3,dec,1,0,0,1,472.0,1,1,12,0,0,0,0,0,0,0,0,0,0,1,0
2067,34,1,2,0,0,1,0,1,12,may,2,1,0,0,456.0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2068,38,1,3,0,2,1,0,1,6,may,2,2,0,0,92.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2070,43,1,3,0,1,0,0,1,12,aug,3,5,1,1,188.0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0
2071,57,1,3,0,0,1,1,1,18,nov,2,0,0,0,97.0,3,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2072,58,1,3,0,0,1,0,0,30,jul,10,0,0,0,339.0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2074,30,0,3,0,1,1,0,1,30,dec,2,1,0,0,146.0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0
2075,47,1,2,0,0,1,0,1,14,may,3,0,0,0,261.0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2076,52,2,3,0,0,0,0,1,19,aug,1,0,0,0,134.0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2077,44,2,1,0,0,1,0,1,26,may,11,0,0,1,788.0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2078,23,1,2,0,0,1,0,1,16,apr,1,0,0,0,743.0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2079,28,1,1,0,0,1,0,1,20,apr,3,0,0,1,1112.0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
2080,30,1,3,0,0,1,0,1,6,jul,1,0,0,0,42.0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2081,64,1,1,0,2,0,0,1,18,aug,1,0,0,0,117.0,4,0,8,0,0,0,0,0,0,1,0,0,0,0,0
2082,32,0,3,0,0,1,0,1,11,sep,2,0,0,1,100.0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0
2083,42,1,2,0,0,1,0,1,14,may,4,0,0,0,22.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2084,42,1,1,0,0,0,0,1,1,jun,1,1,1,0,233.0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0
2085,44,1,1,0,0,0,0,1,19,nov,2,0,0,0,363.0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,1
2086,36,0,1,0,0,1,0,1,6,may,3,0,0,0,174.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2087,31,1,1,0,0,1,0,1,26,may,6,0,0,0,70.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2088,42,2,3,0,0,0,0,1,15,may,22,0,0,0,84.0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2089,30,0,3,0,0,0,0,1,13,aug,8,0,0,1,851.0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2091,34,2,1,0,0,1,0,1,6,may,1,0,0,0,90.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2095,61,1,1,0,2,1,0,1,27,jan,1,1,1,1,181.0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2096,41,2,3,0,2,1,1,1,16,jul,1,0,0,0,106.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2097,31,0,3,0,0,1,0,1,21,may,2,0,0,1,506.0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
2099,47,1,3,0,1,0,0,1,2,jun,2,1,1,1,163.0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2100,57,1,1,0,0,1,0,0,15,may,7,7,0,0,10.0,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2101,44,1,3,0,1,0,1,1,26,may,3,0,0,0,159.0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2102,24,0,3,0,0,0,0,1,12,jun,2,4,1,1,239.0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2104,37,0,1,0,0,1,0,1,7,may,2,5,0,0,28.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2105,44,1,2,0,0,1,0,1,11,jul,2,0,0,0,251.0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0
2106,40,0,3,0,1,1,0,1,4,may,2,3,1,1,392.0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2108,42,2,1,0,0,0,1,1,22,oct,1,1,1,1,181.0,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0
