,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
1957,2,2.0,0,0,0,0,0,3,0,0,1,353.0,4.0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
1958,1,1.0,0,0,1,0,1,2,1,0,1,305.0,1.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0
1960,1,1.0,0,0,0,1,1,1,0,0,1,214.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1961,1,2.0,0,0,1,0,1,2,3,0,0,57.0,3.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
1963,1,1.0,0,0,0,1,1,17,0,0,0,24.0,2.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
1964,0,3.0,0,0,0,0,1,4,0,0,0,37.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1965,1,1.0,0,0,1,0,1,1,4,0,1,669.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1966,1,1.0,0,0,1,1,1,1,0,0,0,918.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1967,1,2.0,0,0,0,0,1,2,0,0,1,384.0,4.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
1968,2,3.0,0,1,0,0,1,2,3,1,1,220.0,1.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
1969,0,1.0,0,0,0,0,1,4,6,2,1,593.0,1.0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
1970,1,1.0,0,0,0,0,0,1,0,0,1,395.0,4.0,1,12,0,0,0,0,0,0,1,0,0,0,0,0
1971,1,2.0,0,0,0,0,1,1,0,0,1,251.0,4.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1973,1,3.0,0,0,1,1,1,4,0,0,1,1689.0,0.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1974,1,3.0,0,0,1,0,1,1,0,0,1,1344.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1976,1,1.0,0,0,1,1,1,1,0,0,0,82.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1977,0,1.0,0,0,0,0,1,3,0,0,0,141.0,1.0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
1978,0,3.0,0,1,0,0,1,3,0,0,0,138.0,2.0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
1979,0,1.0,0,0,0,0,1,2,0,0,0,168.0,2.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1980,1,2.0,0,0,1,0,1,2,0,0,0,125.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1981,0,3.0,0,0,0,0,1,3,2,1,1,218.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1983,1,1.0,0,0,1,0,1,3,0,0,1,762.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1984,0,1.0,0,1,0,0,1,2,0,0,1,501.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1985,0,3.0,0,2,0,0,1,1,0,0,0,181.0,0.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1987,1,3.0,0,0,1,0,1,2,2,0,0,42.0,2.0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
1988,1,1.0,0,0,0,0,1,4,0,0,0,645.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1989,1,1.0,0,0,0,0,0,1,0,0,0,19.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
1990,1,1.0,0,2,0,0,1,1,0,0,1,530.0,2.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
1992,1,1.0,0,0,1,0,0,6,0,0,0,18.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
1993,0,3.0,0,1,0,0,1,2,0,0,0,122.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1995,0,1.0,0,1,0,0,1,7,0,0,1,226.0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1996,1,1.0,0,1,1,1,1,1,0,0,0,53.0,1.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
1997,1,1.0,0,0,1,0,1,3,4,0,0,122.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1998,0,1.0,0,0,0,0,1,2,0,0,0,14.0,3.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1999,0,1.0,0,0,1,0,1,2,11,0,0,170.0,0.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2000,1,2.0,0,2,0,0,1,3,0,0,0,193.0,3.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2002,0,3.0,0,0,0,0,1,1,0,0,0,504.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
2004,0,1.0,0,0,0,0,1,2,0,0,1,471.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2005,1,1.0,0,0,0,0,1,4,0,0,0,551.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2006,1,1.0,0,0,0,0,1,1,0,0,1,1467.0,3.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2007,1,2.0,0,1,1,0,1,3,0,0,1,636.0,2.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2008,0,1.0,0,0,1,0,1,18,0,0,0,16.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2009,1,1.0,0,0,1,0,1,2,2,2,0,80.0,3.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2010,1,2.0,0,0,1,0,1,5,0,0,1,460.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2011,1,1.0,0,0,0,0,1,1,0,0,0,96.0,1.0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
2012,1,1.0,0,1,1,0,1,2,6,2,0,51.0,1.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2013,0,1.0,0,0,0,0,1,1,7,1,1,382.0,0.0,1,5,0,0,0,0,0,0,0,0,0,1,0,0
2015,0,1.0,0,0,1,1,1,2,0,0,0,176.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2016,1,1.0,0,0,1,0,1,2,0,0,0,258.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
2019,1,3.0,0,0,0,0,1,2,0,0,0,35.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2020,0,3.0,0,0,0,0,1,1,2,1,1,925.0,0.0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
2021,0,1.0,0,3,0,0,1,1,0,0,0,261.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2023,0,3.0,0,0,1,0,1,6,0,0,1,1359.0,1.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
2024,1,1.0,0,0,1,0,1,1,0,0,0,53.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
2025,0,3.0,0,3,1,0,1,1,2,2,0,73.0,1.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
2026,1,1.0,0,0,1,1,1,1,0,0,0,112.0,1.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
2028,0,3.0,0,0,1,1,1,8,0,0,1,1031.0,0.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
2029,1,2.0,0,1,0,0,1,3,3,2,1,166.0,4.0,0,12,0,0,0,0,0,0,1,0,0,0,0,0
2030,0,1.0,0,0,0,0,0,5,2,1,1,379.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
2031,2,1.0,0,0,0,0,1,3,0,0,0,112.0,2.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
2032,1,,0,0,1,0,0,2,0,0,0,269.0,2.0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
2034,1,2.0,0,3,0,0,0,1,2,2,1,135.0,4.0,0,11,0,0,0,0,0,0,1,0,0,0,0,0
2035,0,3.0,0,0,0,0,1,3,0,0,1,528.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
2037,1,1.0,0,1,0,0,1,3,0,0,1,658.0,1.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
2038,1,2.0,0,0,0,0,0,2,0,0,1,343.0,4.0,0,12,0,0,0,0,0,0,1,0,0,0,0,0
2039,2,3.0,0,0,1,0,1,1,0,0,1,1196.0,2.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2040,1,1.0,0,2,0,0,1,1,0,0,1,212.0,4.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
2042,1,1.0,0,0,0,0,1,2,0,0,0,187.0,1.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
2043,1,3.0,0,0,0,0,1,1,2,1,1,554.0,4.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2044,0,1.0,0,0,1,1,1,2,0,0,1,732.0,1.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2046,1,2.0,0,2,0,0,1,1,0,0,0,618.0,4.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0
2047,0,3.0,0,0,0,0,1,3,0,0,1,1877.0,1.0,1,8,0,0,0,0,0,0,0,1,0,0,0,0
2048,1,1.0,0,0,0,0,1,6,0,0,0,169.0,2.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
2049,1,3.0,0,0,1,0,1,2,0,0,0,193.0,1.0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
2050,1,2.0,0,0,1,1,1,3,0,0,0,108.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2053,1,3.0,0,1,0,0,0,4,0,0,1,239.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2055,2,1.0,0,1,0,0,1,2,0,0,1,707.0,3.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2056,1,1.0,0,0,1,1,1,2,5,0,1,732.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2058,1,3.0,0,1,0,0,1,2,4,1,1,303.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2059,1,3.0,0,1,1,1,1,4,0,0,0,94.0,3.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2061,1,1.0,0,3,1,0,1,3,0,0,0,251.0,3.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
2062,0,1.0,0,1,0,0,1,2,0,0,1,771.0,3.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
2063,1,1.0,0,0,1,0,1,2,0,0,1,791.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2064,2,3.0,0,0,0,1,1,3,0,0,1,722.0,1.0,1,7,0,0,0,1,0,0,0,0,0,0,0,0
2065,1,3.0,0,0,0,0,1,2,0,0,0,310.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2066,1,1.0,0,1,0,0,1,1,0,0,1,472.0,1.0,1,12,0,0,0,0,0,0,0,0,0,0,1,0
2067,1,2.0,0,0,1,0,1,2,1,0,0,456.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2068,1,3.0,0,2,1,0,1,2,2,0,0,92.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2070,1,3.0,0,1,0,0,1,3,5,1,1,188.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
2071,1,3.0,0,0,1,1,1,2,0,0,0,97.0,3.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2072,1,3.0,0,0,1,0,0,10,0,0,0,339.0,3.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2074,0,3.0,0,1,1,0,1,2,1,0,0,146.0,0.0,0,12,0,0,0,0,0,1,0,0,0,0,0,0
2075,1,2.0,0,0,1,0,1,3,0,0,0,261.0,2.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2076,2,3.0,0,0,0,0,1,1,0,0,0,134.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2077,2,1.0,0,0,1,0,1,11,0,0,1,788.0,2.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2078,1,2.0,0,0,1,0,1,1,0,0,0,743.0,0.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2079,1,1.0,0,0,1,0,1,3,0,0,1,1112.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
2080,1,3.0,0,0,1,0,1,1,0,0,0,42.0,0.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2081,1,1.0,0,2,0,0,1,1,0,0,0,117.0,4.0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
2082,0,3.0,0,0,1,0,1,2,0,0,1,100.0,1.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
2083,1,2.0,0,0,1,0,1,4,0,0,0,22.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2084,1,1.0,0,0,0,0,1,1,1,1,0,233.0,2.0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
2085,1,1.0,0,0,0,0,1,2,0,0,0,363.0,2.0,1,11,0,0,0,0,0,0,0,0,0,0,0,1
2086,0,1.0,0,0,1,0,1,3,0,0,0,174.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2087,1,1.0,0,0,1,0,1,6,0,0,0,70.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2088,2,3.0,0,0,0,0,1,22,0,0,0,84.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2089,0,3.0,0,0,0,0,1,8,0,0,1,851.0,0.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2091,2,1.0,0,0,1,0,1,1,0,0,0,90.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2095,1,1.0,0,2,1,0,1,1,1,1,1,181.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2096,2,3.0,0,2,1,1,1,1,0,0,0,106.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2097,0,3.0,0,0,1,0,1,2,0,0,1,506.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
2099,1,3.0,0,1,0,0,1,2,1,1,1,163.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2100,1,1.0,0,0,1,0,0,7,7,0,0,10.0,3.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2101,1,3.0,0,1,0,1,1,3,0,0,0,159.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2102,0,3.0,0,0,0,0,1,2,4,1,1,239.0,0.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2104,0,1.0,0,0,1,0,1,2,5,0,0,28.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2105,1,2.0,0,0,1,0,1,2,0,0,0,251.0,2.0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
2106,0,3.0,0,1,1,0,1,2,3,1,1,392.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2108,2,1.0,0,0,0,1,1,1,1,1,1,181.0,2.0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
2109,1,1.0,0,0,0,0,1,2,0,0,0,169.0,3.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
2110,2,3.0,0,0,1,0,1,1,1,2,1,187.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2111,0,1.0,0,0,0,0,1,2,3,0,1,256.0,0.0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
2112,0,3.0,0,0,1,1,1,1,0,0,0,135.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2114,1,1.0,0,0,0,0,0,3,0,0,0,195.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
2117,2,1.0,0,0,0,0,1,1,0,0,1,430.0,2.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
2118,1,1.0,0,0,1,0,1,3,0,0,1,1143.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2119,1,1.0,0,0,1,0,1,1,0,0,0,206.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2120,1,2.0,0,0,1,0,1,4,0,0,1,777.0,1.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
2121,1,1.0,0,1,0,0,1,2,4,1,1,291.0,2.0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
2123,2,3.0,0,0,0,0,1,2,0,0,0,279.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2124,1,2.0,0,0,1,0,1,3,0,0,0,21.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2126,1,1.0,0,0,1,1,1,6,0,0,0,317.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
2127,1,1.0,0,1,1,0,1,2,0,0,0,133.0,2.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
2128,0,3.0,0,0,1,0,1,3,0,0,1,590.0,0.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
2129,1,2.0,0,0,1,0,1,1,0,0,0,136.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2130,0,3.0,0,0,1,0,1,2,0,0,1,1500.0,0.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0
2131,0,1.0,0,0,0,0,1,1,1,0,1,263.0,0.0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
2132,1,1.0,0,0,1,1,1,6,0,0,0,728.0,1.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
2134,1,2.0,0,0,1,1,1,3,1,0,0,202.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
2135,0,1.0,0,0,1,0,1,1,0,0,0,68.0,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
2136,0,3.0,0,1,0,0,1,1,0,0,0,207.0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2137,0,1.0,0,0,1,0,1,8,0,0,0,367.0,3.0,1,11,0,0,0,0,0,0,0,0,0,0,1,0
2138,1,1.0,0,1,0,1,1,3,0,0,0,48.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
2139,0,1.0,0,0,1,0,1,1,0,0,0,462.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2140,1,1.0,0,0,1,0,1,1,1,0,0,66.0,3.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2142,1,1.0,0,0,0,0,1,2,0,0,0,59.0,3.0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2143,1,1.0,0,0,1,0,1,8,3,1,0,32.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2144,1,1.0,0,0,1,0,1,2,3,2,0,87.0,3.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2147,2,1.0,0,3,0,0,1,4,0,0,0,282.0,2.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
2148,1,1.0,0,1,1,0,1,6,0,0,1,605.0,1.0,1,6,0,0,0,0,0,0,0,0,0,0,0,1
2149,2,1.0,0,0,1,0,1,2,0,0,0,406.0,2.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
2150,1,1.0,0,0,0,0,1,1,0,0,0,421.0,3.0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2151,1,3.0,0,0,1,0,1,3,0,0,0,278.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2152,0,1.0,0,0,1,0,1,2,6,0,0,154.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2153,1,3.0,0,0,1,0,1,4,0,0,1,857.0,0.0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
2154,0,3.0,0,0,0,0,1,3,6,1,1,463.0,0.0,1,10,0,0,0,0,0,1,0,0,0,0,0,0
2155,1,1.0,0,0,1,0,1,1,0,0,0,265.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2156,1,1.0,0,0,1,0,1,1,0,0,0,216.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2157,1,1.0,0,0,1,0,1,1,0,0,0,42.0,1.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
2158,1,3.0,0,0,0,0,1,5,0,0,0,110.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2159,0,2.0,0,0,1,0,1,1,0,0,1,902.0,2.0,1,5,0,0,0,0,1,0,0,0,0,0,0,0
2164,2,1.0,0,0,1,0,1,1,1,0,0,391.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2165,1,1.0,0,0,1,0,1,3,0,0,0,312.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2166,1,1.0,0,0,1,1,1,4,3,0,0,93.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2167,1,2.0,0,0,1,0,0,5,0,0,0,702.0,3.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
2168,1,1.0,0,1,0,0,1,1,5,1,1,265.0,3.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
2170,1,3.0,0,1,0,0,1,2,0,0,1,230.0,3.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2172,1,1.0,0,0,1,0,1,1,0,0,0,1272.0,3.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2173,0,1.0,0,0,0,0,1,1,0,0,1,241.0,3.0,0,11,0,0,0,0,1,0,0,0,0,0,0,0
2174,0,1.0,0,0,1,0,1,1,0,0,0,61.0,1.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
2175,1,2.0,0,0,0,0,1,2,0,0,0,121.0,2.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
2176,1,1.0,0,0,0,0,1,5,0,0,0,81.0,2.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
2178,1,1.0,0,0,1,0,1,1,0,0,0,105.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2180,2,1.0,0,0,1,0,1,1,2,0,0,559.0,3.0,1,11,0,0,0,0,0,0,0,1,0,0,0,0
2181,0,1.0,0,0,1,0,1,1,4,0,0,106.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2182,2,2.0,0,0,0,0,0,3,0,0,1,170.0,4.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
2183,1,3.0,0,1,1,0,1,1,7,1,1,211.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
2184,0,2.0,0,0,1,0,1,9,0,0,0,141.0,1.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
2185,1,3.0,0,0,0,0,1,2,0,0,0,203.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
2186,0,1.0,0,0,1,0,1,1,0,0,0,326.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2187,0,1.0,0,0,0,0,1,1,0,0,1,182.0,0.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
2188,2,1.0,0,0,1,0,1,1,2,0,0,1026.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2189,0,1.0,0,0,0,0,1,2,0,0,0,70.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2190,0,3.0,0,1,0,0,1,8,2,1,1,133.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2191,0,3.0,0,0,0,0,0,3,1,2,1,187.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
2193,1,1.0,0,0,0,1,1,3,0,0,1,292.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2194,1,1.0,0,0,1,0,1,5,0,0,0,13.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2195,0,1.0,0,0,1,0,1,1,8,0,1,442.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2196,0,1.0,0,0,0,0,1,2,0,0,0,257.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
2197,0,1.0,0,0,1,0,1,1,0,0,1,270.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2198,2,1.0,0,0,0,0,1,1,0,0,1,537.0,4.0,1,11,0,0,0,0,0,0,1,0,0,0,0,0
2199,1,2.0,0,0,1,0,1,7,0,0,0,114.0,2.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
2200,1,1.0,0,0,1,0,0,3,8,2,0,195.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
2202,1,3.0,0,0,1,0,1,2,0,0,0,164.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2204,0,1.0,0,0,0,0,1,2,0,0,1,696.0,3.0,1,11,0,0,0,0,0,0,0,0,0,0,0,1
2205,1,1.0,0,0,0,0,1,1,0,0,1,1543.0,2.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
2206,1,1.0,0,0,0,0,1,1,0,0,1,108.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
2207,2,3.0,1,0,0,0,1,3,0,0,0,75.0,3.0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
2208,0,2.0,0,1,0,0,1,3,0,0,1,1499.0,0.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
2209,1,1.0,0,2,0,0,1,1,0,0,1,820.0,3.0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
2210,2,3.0,0,0,1,0,1,2,0,0,1,1622.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
2212,2,1.0,0,0,0,0,1,5,0,0,1,441.0,3.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
2213,0,1.0,0,0,1,0,1,2,1,2,0,401.0,0.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
2214,1,1.0,0,1,0,0,1,2,0,0,1,296.0,3.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2215,0,3.0,0,0,0,0,1,1,0,0,1,220.0,1.0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
2216,1,3.0,0,0,0,0,1,1,3,1,1,155.0,2.0,0,12,0,0,0,0,0,1,0,0,0,0,0,0
2217,1,3.0,0,3,0,0,1,1,1,0,0,437.0,0.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2219,1,2.0,0,1,1,0,1,3,19,2,0,101.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2220,0,1.0,0,1,0,0,0,2,3,2,1,426.0,1.0,1,4,0,0,0,0,0,0,0,0,0,0,0,1
2221,0,3.0,0,0,0,0,1,2,3,0,1,800.0,2.0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
2222,0,1.0,0,0,0,0,1,1,1,1,1,437.0,0.0,1,4,0,1,0,0,0,0,0,0,0,0,0,0
2223,1,3.0,0,0,0,0,0,3,0,0,1,128.0,4.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2224,1,1.0,0,1,0,0,1,1,0,0,1,1035.0,0.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
2225,1,2.0,0,1,1,0,1,1,0,0,0,557.0,3.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2226,1,1.0,0,1,0,0,1,1,0,0,0,442.0,2.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
2227,0,3.0,0,0,1,0,1,3,0,0,0,182.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2228,1,3.0,0,2,1,1,1,1,2,0,0,50.0,2.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2230,1,2.0,0,0,1,0,1,3,0,0,0,170.0,2.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2231,0,3.0,0,0,1,0,1,2,4,0,1,414.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
